Dataset: IMDB-BINARY, Model: GCN, Seed: 1314, Aug: Vanilla, Best epoch: 136, Test acc: 0.7, Test loss: 0.7623654270172119, Val acc: 0.68, Val loss: 1.1393622159957886
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 71314, Aug: DropNode, Best epoch: 5, Test acc: 0.705, Test loss: 0.49772271394729617, Val acc: 0.77, Val loss: 0.5250096321105957
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 0, Aug: Vanilla, Best epoch: 76, Test acc: 0.7, Test loss: 1.2367334651947022, Val acc: 0.81, Val loss: 1.19979989528656
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 0, Aug: G-Mixup, Best epoch: 37, Test acc: 0.675, Test loss: 0.65821786403656, Val acc: 0.79, Val loss: 0.5773990750312805
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 0, Aug: Subgraph, Best epoch: 2, Test acc: 0.665, Test loss: 0.5936678266525268, Val acc: 0.78, Val loss: 0.4703722298145294
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 0, Aug: DropEdge, Best epoch: 4, Test acc: 0.665, Test loss: 0.5868956875801087, Val acc: 0.78, Val loss: 0.49578601121902466
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 0, Aug: DropNode, Best epoch: 15, Test acc: 0.695, Test loss: 0.5938957786560058, Val acc: 0.77, Val loss: 0.49465110898017883
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 546464, Aug: Vanilla, Best epoch: 11, Test acc: 0.74, Test loss: 0.5124500036239624, Val acc: 0.76, Val loss: 0.5244526863098145
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 546464, Aug: G-Mixup, Best epoch: 114, Test acc: 0.735, Test loss: 0.9646175670623779, Val acc: 0.78, Val loss: 0.997016429901123
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 546464, Aug: Subgraph, Best epoch: 11, Test acc: 0.75, Test loss: 0.5486764931678771, Val acc: 0.75, Val loss: 0.5847846269607544
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 546464, Aug: DropEdge, Best epoch: 14, Test acc: 0.75, Test loss: 0.5078875398635865, Val acc: 0.76, Val loss: 0.5273206830024719
Dataset: IMDB-BINARY, Model: MinCutPool, Seed: 546464, Aug: DropNode, Best epoch: 5, Test acc: 0.745, Test loss: 0.5360961866378784, Val acc: 0.78, Val loss: 0.5433534383773804
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 1314, Aug: Vanilla, Best epoch: 9, Test acc: 0.675, Test loss: 0.5490644443035125, Val acc: 0.71, Val loss: 0.6009241342544556
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 1314, Aug: G-Mixup, Best epoch: 89, Test acc: 0.74, Test loss: 0.7891927170753479, Val acc: 0.67, Val loss: 1.040834903717041
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 1314, Aug: Subgraph, Best epoch: 16, Test acc: 0.68, Test loss: 0.6455653619766235, Val acc: 0.71, Val loss: 0.898449718952179
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 1314, Aug: DropEdge, Best epoch: 26, Test acc: 0.685, Test loss: 0.6451731824874878, Val acc: 0.68, Val loss: 0.8114179968833923
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 1314, Aug: DropNode, Best epoch: 68, Test acc: 0.725, Test loss: 1.001152732372284, Val acc: 0.71, Val loss: 1.4605457782745361
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 11314, Aug: Vanilla, Best epoch: 45, Test acc: 0.735, Test loss: 0.8378591442108154, Val acc: 0.75, Val loss: 0.6335429549217224
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 11314, Aug: G-Mixup, Best epoch: 64, Test acc: 0.76, Test loss: 0.6407025146484375, Val acc: 0.74, Val loss: 0.7372604608535767
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 11314, Aug: Subgraph, Best epoch: 43, Test acc: 0.65, Test loss: 0.7992794775962829, Val acc: 0.76, Val loss: 0.6523523926734924
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 11314, Aug: DropEdge, Best epoch: 48, Test acc: 0.715, Test loss: 0.7219554972648621, Val acc: 0.76, Val loss: 0.6982306838035583
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 11314, Aug: DropNode, Best epoch: 56, Test acc: 0.7, Test loss: 1.0186967492103576, Val acc: 0.75, Val loss: 0.9105571508407593
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 21314, Aug: Vanilla, Best epoch: 71, Test acc: 0.715, Test loss: 0.7226343083381653, Val acc: 0.82, Val loss: 0.49862509965896606
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 21314, Aug: G-Mixup, Best epoch: 92, Test acc: 0.705, Test loss: 0.6256388783454895, Val acc: 0.81, Val loss: 0.4552525579929352
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 21314, Aug: Subgraph, Best epoch: 36, Test acc: 0.67, Test loss: 0.8265207195281983, Val acc: 0.81, Val loss: 0.7834107875823975
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 21314, Aug: DropEdge, Best epoch: 9, Test acc: 0.67, Test loss: 0.6086480903625489, Val acc: 0.78, Val loss: 0.4607176184654236
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 21314, Aug: DropNode, Best epoch: 118, Test acc: 0.665, Test loss: 3.693955478668213, Val acc: 0.81, Val loss: 2.3028502464294434
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 31314, Aug: Vanilla, Best epoch: 88, Test acc: 0.73, Test loss: 0.8124595761299134, Val acc: 0.8, Val loss: 0.7127000689506531
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 31314, Aug: G-Mixup, Best epoch: 34, Test acc: 0.73, Test loss: 0.5985837244987487, Val acc: 0.76, Val loss: 0.5839016437530518
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 31314, Aug: Subgraph, Best epoch: 15, Test acc: 0.705, Test loss: 0.6873168992996216, Val acc: 0.81, Val loss: 0.7802203297615051
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 31314, Aug: DropEdge, Best epoch: 214, Test acc: 0.715, Test loss: 2.1511401462554933, Val acc: 0.82, Val loss: 1.429634690284729
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 31314, Aug: DropNode, Best epoch: 27, Test acc: 0.73, Test loss: 0.8017669749259949, Val acc: 0.84, Val loss: 0.6605032086372375
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 41314, Aug: Vanilla, Best epoch: 23, Test acc: 0.755, Test loss: 0.6064929151535035, Val acc: 0.77, Val loss: 1.2741665840148926
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 41314, Aug: G-Mixup, Best epoch: 181, Test acc: 0.745, Test loss: 0.8561262607574462, Val acc: 0.79, Val loss: 0.7076524496078491
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 41314, Aug: Subgraph, Best epoch: 92, Test acc: 0.76, Test loss: 2.4830053806304933, Val acc: 0.76, Val loss: 2.2202630043029785
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 41314, Aug: DropEdge, Best epoch: 255, Test acc: 0.725, Test loss: 3.8293744277954103, Val acc: 0.75, Val loss: 3.0314221382141113
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 41314, Aug: DropNode, Best epoch: 145, Test acc: 0.725, Test loss: 5.950294227600097, Val acc: 0.75, Val loss: 3.4326658248901367
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 51314, Aug: Vanilla, Best epoch: 31, Test acc: 0.715, Test loss: 0.6606005501747131, Val acc: 0.88, Val loss: 0.32456573843955994
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 51314, Aug: G-Mixup, Best epoch: 68, Test acc: 0.695, Test loss: 0.7416082859039307, Val acc: 0.83, Val loss: 0.397670179605484
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 51314, Aug: Subgraph, Best epoch: 16, Test acc: 0.69, Test loss: 0.6139908742904663, Val acc: 0.84, Val loss: 0.396396279335022
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 51314, Aug: DropEdge, Best epoch: 40, Test acc: 0.74, Test loss: 0.5925987076759338, Val acc: 0.86, Val loss: 0.3621545433998108
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 51314, Aug: DropNode, Best epoch: 24, Test acc: 0.735, Test loss: 0.5880522632598877, Val acc: 0.85, Val loss: 0.36051827669143677
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 61314, Aug: Vanilla, Best epoch: 92, Test acc: 0.72, Test loss: 0.8187927341461182, Val acc: 0.79, Val loss: 0.639396607875824
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 61314, Aug: G-Mixup, Best epoch: 215, Test acc: 0.69, Test loss: 1.2307395362854003, Val acc: 0.78, Val loss: 1.0009567737579346
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 61314, Aug: Subgraph, Best epoch: 31, Test acc: 0.68, Test loss: 0.9491964721679688, Val acc: 0.73, Val loss: 0.6872405409812927
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 61314, Aug: DropEdge, Best epoch: 74, Test acc: 0.72, Test loss: 0.6940952134132385, Val acc: 0.8, Val loss: 0.49304530024528503
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 61314, Aug: DropNode, Best epoch: 34, Test acc: 0.725, Test loss: 0.5369911575317383, Val acc: 0.79, Val loss: 0.45344239473342896
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 71314, Aug: Vanilla, Best epoch: 10, Test acc: 0.73, Test loss: 0.5000926506519318, Val acc: 0.76, Val loss: 0.5458627939224243
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 71314, Aug: G-Mixup, Best epoch: 21, Test acc: 0.735, Test loss: 0.5142717599868775, Val acc: 0.75, Val loss: 0.5870933532714844
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 71314, Aug: Subgraph, Best epoch: 9, Test acc: 0.73, Test loss: 0.522271865606308, Val acc: 0.76, Val loss: 0.593092679977417
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 71314, Aug: DropEdge, Best epoch: 18, Test acc: 0.74, Test loss: 0.575526258945465, Val acc: 0.76, Val loss: 0.5687685012817383
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 71314, Aug: DropNode, Best epoch: 37, Test acc: 0.7, Test loss: 0.7583134818077087, Val acc: 0.77, Val loss: 0.7302327752113342
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 0, Aug: Vanilla, Best epoch: 26, Test acc: 0.715, Test loss: 0.5982621049880982, Val acc: 0.81, Val loss: 0.5330840945243835
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 0, Aug: G-Mixup, Best epoch: 97, Test acc: 0.66, Test loss: 0.9133625364303589, Val acc: 0.79, Val loss: 0.7970677018165588
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 0, Aug: Subgraph, Best epoch: 39, Test acc: 0.7, Test loss: 0.8676821756362915, Val acc: 0.78, Val loss: 0.7341541051864624
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 0, Aug: DropEdge, Best epoch: 136, Test acc: 0.725, Test loss: 1.7717790269851685, Val acc: 0.78, Val loss: 1.7982271909713745
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 0, Aug: DropNode, Best epoch: 34, Test acc: 0.685, Test loss: 0.6237508654594421, Val acc: 0.78, Val loss: 0.4612317979335785
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 546464, Aug: Vanilla, Best epoch: 52, Test acc: 0.725, Test loss: 0.6467470479011536, Val acc: 0.8, Val loss: 0.5944223999977112
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 546464, Aug: G-Mixup, Best epoch: 67, Test acc: 0.735, Test loss: 0.5813809204101562, Val acc: 0.8, Val loss: 0.6018103957176208
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 546464, Aug: Subgraph, Best epoch: 28, Test acc: 0.75, Test loss: 0.7015438461303711, Val acc: 0.85, Val loss: 0.5581004619598389
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 546464, Aug: DropEdge, Best epoch: 54, Test acc: 0.755, Test loss: 0.6540248203277588, Val acc: 0.8, Val loss: 0.6419281959533691
Dataset: IMDB-BINARY, Model: DiffPool, Seed: 546464, Aug: DropNode, Best epoch: 50, Test acc: 0.715, Test loss: 0.7764954710006714, Val acc: 0.77, Val loss: 0.7470012903213501
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 1314, Aug: Vanilla, Best epoch: 88, Test acc: 0.69, Test loss: 0.5471316695213317, Val acc: 0.7, Val loss: 0.799217164516449
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 1314, Aug: G-Mixup, Best epoch: 45, Test acc: 0.7, Test loss: 0.7091147208213806, Val acc: 0.69, Val loss: 0.7277648448944092
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 1314, Aug: Subgraph, Best epoch: 36, Test acc: 0.77, Test loss: 2.042759747505188, Val acc: 0.7, Val loss: 2.2902562618255615
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 1314, Aug: DropEdge, Best epoch: 4, Test acc: 0.675, Test loss: 0.606387939453125, Val acc: 0.71, Val loss: 0.6078383922576904
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 1314, Aug: DropNode, Best epoch: 5, Test acc: 0.715, Test loss: 0.5806868362426758, Val acc: 0.74, Val loss: 0.6207455992698669
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 11314, Aug: Vanilla, Best epoch: 7, Test acc: 0.69, Test loss: 0.5983112025260925, Val acc: 0.72, Val loss: 0.6083139181137085
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 11314, Aug: G-Mixup, Best epoch: 73, Test acc: 0.745, Test loss: 0.7836673426628112, Val acc: 0.77, Val loss: 1.3461276292800903
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 11314, Aug: Subgraph, Best epoch: 20, Test acc: 0.675, Test loss: 1.0908279705047608, Val acc: 0.77, Val loss: 1.452791690826416
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 11314, Aug: DropEdge, Best epoch: 130, Test acc: 0.71, Test loss: 10.505073127746583, Val acc: 0.76, Val loss: 23.499004364013672
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 11314, Aug: DropNode, Best epoch: 50, Test acc: 0.73, Test loss: 1.5893915510177612, Val acc: 0.75, Val loss: 3.0146334171295166
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 21314, Aug: Vanilla, Best epoch: 262, Test acc: 0.715, Test loss: 1.2506986832618714, Val acc: 0.79, Val loss: 0.8366548418998718
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 21314, Aug: G-Mixup, Best epoch: 27, Test acc: 0.68, Test loss: 0.6994505643844604, Val acc: 0.79, Val loss: 0.46458113193511963
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 21314, Aug: Subgraph, Best epoch: 4, Test acc: 0.62, Test loss: 0.6503251314163208, Val acc: 0.74, Val loss: 0.5086038112640381
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 21314, Aug: DropEdge, Best epoch: 86, Test acc: 0.675, Test loss: 8.732709770202638, Val acc: 0.78, Val loss: 8.060710906982422
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 21314, Aug: DropNode, Best epoch: 21, Test acc: 0.7, Test loss: 0.6535265827178955, Val acc: 0.79, Val loss: 0.746772289276123
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 31314, Aug: Vanilla, Best epoch: 95, Test acc: 0.685, Test loss: 0.7017687559127808, Val acc: 0.81, Val loss: 0.46431174874305725
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 31314, Aug: G-Mixup, Best epoch: 59, Test acc: 0.735, Test loss: 0.7997513914108276, Val acc: 0.78, Val loss: 0.765330970287323
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 31314, Aug: Subgraph, Best epoch: 13, Test acc: 0.735, Test loss: 0.5164362335205078, Val acc: 0.83, Val loss: 0.5824079513549805
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 31314, Aug: DropEdge, Best epoch: 8, Test acc: 0.715, Test loss: 0.5292848706245422, Val acc: 0.81, Val loss: 0.48363956809043884
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 31314, Aug: DropNode, Best epoch: 18, Test acc: 0.72, Test loss: 0.5454523944854737, Val acc: 0.8, Val loss: 0.9323071241378784
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 41314, Aug: Vanilla, Best epoch: 76, Test acc: 0.775, Test loss: 0.6792127895355224, Val acc: 0.84, Val loss: 0.47430095076560974
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 41314, Aug: G-Mixup, Best epoch: 20, Test acc: 0.74, Test loss: 0.5332970428466797, Val acc: 0.75, Val loss: 0.5064833164215088
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 41314, Aug: Subgraph, Best epoch: 24, Test acc: 0.755, Test loss: 0.5870802593231201, Val acc: 0.76, Val loss: 0.5709801316261292
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 41314, Aug: DropEdge, Best epoch: 2, Test acc: 0.665, Test loss: 0.741155149936676, Val acc: 0.75, Val loss: 0.5725567936897278
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 41314, Aug: DropNode, Best epoch: 15, Test acc: 0.73, Test loss: 0.5639851999282837, Val acc: 0.76, Val loss: 0.4542192220687866
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 51314, Aug: Vanilla, Best epoch: 201, Test acc: 0.705, Test loss: 0.7138325381278992, Val acc: 0.83, Val loss: 0.3808387517929077
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 51314, Aug: G-Mixup, Best epoch: 21, Test acc: 0.705, Test loss: 0.5897152256965638, Val acc: 0.81, Val loss: 0.3922582268714905
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 51314, Aug: Subgraph, Best epoch: 35, Test acc: 0.69, Test loss: 0.874345281124115, Val acc: 0.83, Val loss: 0.7210922241210938
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 51314, Aug: DropEdge, Best epoch: 45, Test acc: 0.585, Test loss: 0.8925714659690857, Val acc: 0.76, Val loss: 0.853990912437439
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 51314, Aug: DropNode, Best epoch: 165, Test acc: 0.735, Test loss: 54.28558578491211, Val acc: 0.83, Val loss: 60.58683776855469
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 61314, Aug: Vanilla, Best epoch: 50, Test acc: 0.71, Test loss: 0.8303006982803345, Val acc: 0.76, Val loss: 0.6269738078117371
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 61314, Aug: G-Mixup, Best epoch: 6, Test acc: 0.745, Test loss: 0.5136200153827667, Val acc: 0.77, Val loss: 0.5728904604911804
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 61314, Aug: Subgraph, Best epoch: 7, Test acc: 0.675, Test loss: 0.5937178421020508, Val acc: 0.77, Val loss: 0.6255830526351929
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 61314, Aug: DropEdge, Best epoch: 20, Test acc: 0.725, Test loss: 0.5671687519550324, Val acc: 0.74, Val loss: 0.551144003868103
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 61314, Aug: DropNode, Best epoch: 5, Test acc: 0.73, Test loss: 0.5203948044776916, Val acc: 0.77, Val loss: 0.5516706109046936
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 71314, Aug: Vanilla, Best epoch: 5, Test acc: 0.695, Test loss: 0.5704097127914429, Val acc: 0.73, Val loss: 0.5627344250679016
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 71314, Aug: G-Mixup, Best epoch: 49, Test acc: 0.7, Test loss: 0.5479438090324402, Val acc: 0.73, Val loss: 0.5964288115501404
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 71314, Aug: Subgraph, Best epoch: 9, Test acc: 0.7, Test loss: 0.7338957285881043, Val acc: 0.72, Val loss: 0.5974312424659729
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 71314, Aug: DropEdge, Best epoch: 11, Test acc: 0.705, Test loss: 0.5177330040931701, Val acc: 0.74, Val loss: 0.6702426075935364
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 71314, Aug: DropNode, Best epoch: 48, Test acc: 0.72, Test loss: 1.685474328994751, Val acc: 0.77, Val loss: 0.9722325801849365
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 0, Aug: Vanilla, Best epoch: 55, Test acc: 0.66, Test loss: 0.5505647301673889, Val acc: 0.78, Val loss: 0.450191855430603
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 0, Aug: G-Mixup, Best epoch: 276, Test acc: 0.625, Test loss: 1.5377134704589843, Val acc: 0.81, Val loss: 1.3670027256011963
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 0, Aug: Subgraph, Best epoch: 50, Test acc: 0.645, Test loss: 1.5912645864486694, Val acc: 0.75, Val loss: 1.6240568161010742
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 0, Aug: DropEdge, Best epoch: 29, Test acc: 0.69, Test loss: 0.9244385814666748, Val acc: 0.79, Val loss: 0.9189345836639404
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 0, Aug: DropNode, Best epoch: 30, Test acc: 0.7, Test loss: 0.6761591029167175, Val acc: 0.78, Val loss: 0.5889180898666382
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 546464, Aug: Vanilla, Best epoch: 12, Test acc: 0.74, Test loss: 0.5339033436775208, Val acc: 0.77, Val loss: 0.522510290145874
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 546464, Aug: G-Mixup, Best epoch: 72, Test acc: 0.76, Test loss: 0.6366697669029235, Val acc: 0.76, Val loss: 0.7831477522850037
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 546464, Aug: Subgraph, Best epoch: 36, Test acc: 0.675, Test loss: 1.4753759908676147, Val acc: 0.78, Val loss: 0.8255424499511719
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 546464, Aug: DropEdge, Best epoch: 24, Test acc: 0.725, Test loss: 0.948116397857666, Val acc: 0.71, Val loss: 0.7384136915206909
Dataset: IMDB-BINARY, Model: TopKPool, Seed: 546464, Aug: DropNode, Best epoch: 110, Test acc: 0.68, Test loss: 5.856706008911133, Val acc: 0.77, Val loss: 1.535858154296875
Dataset: IMDB-MULTI, Model: GCN, Seed: 1314, Aug: Vanilla, Best epoch: 9, Test acc: 0.5033333333333333, Test loss: 0.9465114863713583, Val acc: 0.5533333333333333, Val loss: 1.0888555288314818
